tokens,;ner_tags
parzialmente;O
contabile;O
per;O
il;O
basso;O
incidenza;O
di;O
alto;B-Formazione_patologica
-;I-Formazione_patologica
grado;I-Formazione_patologica
lesioni;I-Formazione_patologica
in;O
questo;O
gruppo;O
.;O
;
Queste;O
dati;O
indicare;O
Quello;O
dietetico;O
folata;B-Semplice_chimico
supplemento;O
a;O
4x;O
il;O
basale;O
dietetico;O
Requisiti;O
soppressi;O
UC;B-Formazione_patologica
-;O
associato;O
colorante;B-Struttura_multi-tessuto
carcinogenesi;O
in;O
il;O
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
(;O
nullo;O
);O
X;O
beta;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
m;I-Gene_o_prodotto_genico
(;O
nullo;O
);O
.;O
;
Queste;O
dati;O
anche;O
suggerire;O
Quello;O
folata;B-Semplice_chimico
carenza;O
può;O
inibire;O
colorante;B-Struttura_multi-tessuto
carcinogenesi;O
in;O
cronico;O
UC;B-Formazione_patologica
.;O
;
però;O
""",""";O
il;O
alto;O
mortalità;O
osservato;O
in;O
il;O
folata;B-Semplice_chimico
-;O
carente;O
gruppo;O
preclude;O
un;O
definitivo;O
conclusione;O
riguardo;O
il;O
effetto;O
di;O
folata;B-Semplice_chimico
carenza;O
Su;O
UC;B-Formazione_patologica
-;O
associato;O
colorante;B-Struttura_multi-tessuto
carcinogenesi;O
in;O
questo;O
modello;O
.;O
;
Effetto;O
di;O
antitrumore;B-Cancro
agenti;O
Su;O
citotossicità;O
induzione;O
di;O
sodio;B-Semplice_chimico
fluoruro;I-Semplice_chimico
.;O
;
Noi;O
avere;O
recentemente;O
trovato;O
Quello;O
sodio;B-Semplice_chimico
fluoruro;I-Semplice_chimico
(;O
Naf;B-Semplice_chimico
);O
indotto;O
apoptotico;O
cellula;B-Cellula
Morte;O
in;O
tumore;B-Cellula
cellula;I-Cellula
Linee;I-Cellula
.;O
;
Noi;O
indagato;O
qui;O
se;O
6;O
popolare;O
antitrumore;B-Cancro
composti;O
modificare;O
il;O
citotossico;O
attività;O
di;O
Naf;B-Semplice_chimico
contro;O
umano;B-Organismo
squamoso;B-Cancro
cellula;I-Cancro
carcinoma;I-Cancro
(;O
Hsc;B-Cellula
-;I-Cellula
2;I-Cellula
);I-Cellula
e;O
umano;B-Organismo
Promyelocytic;B-Cancro
leucemia;I-Cancro
(;O
Hl;B-Cellula
-;I-Cellula
60;I-Cellula
);I-Cellula
cellula;I-Cellula
Linee;I-Cellula
.;O
;
Citotossico;O
concentrazioni;O
di;O
cisplatin;B-Semplice_chimico
""",""";O
etoposide;B-Semplice_chimico
""",""";O
doxorubicina;B-Semplice_chimico
o;O
Peplomicina;B-Semplice_chimico
(;O
Tentativamente;O
definito;O
come;O
Gruppo;O
io;O
composti;O
);O
""",""";O
ma;O
non;O
metotrexato;B-Semplice_chimico
e;O
5;B-Semplice_chimico
-;I-Semplice_chimico
Fu;I-Semplice_chimico
(;O
Tentativamente;O
definito;O
come;O
Gruppo;O
II;O
composti;O
);O
""",""";O
migliorato;O
il;O
citotossico;O
attività;O
di;O
Naf;B-Semplice_chimico
.;O
;
Naf;B-Semplice_chimico
e;O
Gruppo;O
io;O
composti;O
indotto;O
Internucleosomiale;O
Dna;B-Componente_cellulare
frammentazione;O
in;O
Hl;B-Cellula
-;I-Cellula
60;I-Cellula
cellule;I-Cellula
""",""";O
invece;O
Gruppo;O
II;O
composti;O
erano;O
inattivo;O
anche;O
in;O
il;O
presenza;O
di;O
Naf;B-Semplice_chimico
.;O
;
Gruppo;O
io;O
composti;O
tranne;O
doxorubicina;B-Semplice_chimico
(;O
quale;O
indotto;O
Dna;B-Componente_cellulare
frammentazione;O
meno;O
effettivamente;O
di;O
altri;O
);O
attivato;O
Caspase;B-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
efficientemente;O
di;O
Gruppo;O
II;O
composti;O
.;O
;
Caspase;B-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
(;O
coinvolto;O
in;O
non;O
-;O
mitocondriale;B-Componente_cellulare
extrinson;O
sentiero;O
);O
e;O
Caspase;B-Gene_o_prodotto_genico
9;I-Gene_o_prodotto_genico
(;O
coinvolto;O
in;O
mitocondriale;B-Componente_cellulare
intrinseco;O
sentiero;O
);O
erano;O
anche;O
attivato;O
""",""";O
ma;O
a;O
un;O
tanto;O
minore;O
estensione;O
.;O
;
Naf;B-Semplice_chimico
ridotto;O
il;O
glucosio;B-Semplice_chimico
consumo;O
a;O
presto;O
palcoscenico;O
""",""";O
possibilmente;O
di;O
inibizione;O
di;O
glicolisi;O
""",""";O
invece;O
cisplatin;B-Semplice_chimico
e;O
etoposide;B-Semplice_chimico
ridotto;O
il;O
glucosio;B-Semplice_chimico
consumo;O
a;O
dopo;O
palcoscenico;O
""",""";O
Suggerendo;O
Quello;O
presto;O
declino;O
di;O
glucosio;B-Semplice_chimico
consumo;O
è;O
piuttosto;O
specifica;O
a;O
Naf;B-Semplice_chimico
.;O
;
Morfogenesi;O
di;O
embrionale;B-Struttura_multi-tessuto
Cns;I-Struttura_multi-tessuto
navi;I-Struttura_multi-tessuto
.;O
;
Questo;O
capitolo;O
Su;O
il;O
morfologia;O
di;O
sangue;B-Struttura_multi-tessuto
nave;I-Struttura_multi-tessuto
formazione;O
in;O
e;O
il;O
presto;O
centrale;B-Sistema_anatomico
nervoso;I-Sistema_anatomico
sistema;I-Sistema_anatomico
(;O
Cns;B-Sistema_anatomico
""",""";O
io;O
.;O
E;O
.;O
""",""";O
cervello;B-Organo
e;O
spinale;B-Organo
cavo;I-Organo
);O
di;O
aviario;B-Organismo
embrioni;B-Struttura_anatomica_in_sviluppo
.;O
;
Noi;O
discutere;O
cellula;B-Cellula
lignaggi;O
""",""";O
proliferazione;O
e;O
interazioni;O
di;O
endoteliale;B-Cellula
cellule;I-Cellula
""",""";O
pericytes;B-Cellula
e;O
liscio;B-Cellula
muscolo;I-Cellula
cellule;I-Cellula
""",""";O
e;O
macrofagi;B-Cellula
.;O
;
Dovuto;O
a;O
spazio;O
limitazioni;O
""",""";O
noi;O
Potere;O
non;O
recensione;O
il;O
molecolare;O
controllo;O
di;O
Cns;B-Sistema_anatomico
angiogenesi;O
""",""";O
ma;O
il;O
lettore;O
a;O
Altro;O
Capitoli;O
in;O
questo;O
prenotare;O
e;O
a;O
recente;O
pubblicazioni;O
Su;O
il;O
Assemblea;O
di;O
il;O
Vasculature;B-Struttura_multi-tessuto
(;O
1;O
""",""";O
2;O
);O
.;O
;
Il;O
candidato;O
tumore;B-Cancro
soppressore;O
proteina;O
ING4;B-Gene_o_prodotto_genico
Regola;O
cervello;B-Cancro
tumore;I-Cancro
crescita;O
e;O
angiogenesi;O
.;O
;
Gliomi;B-Cancro
sono;O
il;O
Comune;O
primario;O
tumori;B-Cancro
di;O
il;O
centrale;B-Sistema_anatomico
nervoso;I-Sistema_anatomico
sistema;I-Sistema_anatomico
""",""";O
quasi;O
15;O
""",""";O
0;O
diagnosticato;O
annualmente;O
in;O
il;O
Unito;O
stati;O
e;O
un;O
letalità;O
avvicinarsi;O
80;O
%;O
entro;O
il;O
primo;O
anno;O
di;O
Glioblastoma;B-Cancro
diagnosi;O
.;O
;
Il;O
segnato;O
induzione;O
di;O
angiogenesi;O
in;O
Glioblastomas;B-Cancro
suggerisce;O
Quello;O
esso;O
è;O
un;O
necessario;O
parte;O
di;O
maligno;O
progressione;O
";";O
però;O
""",""";O
il;O
preciso;O
molecolare;O
meccanismi;O
sottostante;O
il;O
regolamento;O
di;O
cervello;B-Cancro
tumore;I-Cancro
crescita;O
e;O
angiogenesi;O
restarsi;O
irrisolto;O
.;O
;
Qui;O
noi;O
rapporto;O
Quello;O
un;O
candidato;O
tumore;B-Cancro
soppressore;O
gene;O
""",""";O
ING4;B-Gene_o_prodotto_genico
""",""";O
è;O
coinvolto;O
in;O
regolazione;O
cervello;B-Cancro
tumore;I-Cancro
crescita;O
e;O
angiogenesi;O
.;O
;
Espressione;O
di;O
ING4;B-Gene_o_prodotto_genico
è;O
ridotto;O
in;O
gliomi;B-Cancro
come;O
rispetto;O
normale;O
umano;B-Organismo
cervello;B-Tessuto
""",""";O
e;O
il;O
estensione;O
di;O
riduzione;O
correlati;O
il;O
progressione;O
inferiore;O
a;O
gradi;O
di;O
tumori;B-Cancro
.;O
;
In;O
""",""";O
xenografts;B-Cancro
di;O
umano;B-Organismo
Glioblastoma;B-Cancro
U87mg;I-Cancro
""",""";O
quale;O
ha;O
diminuito;O
espressione;O
di;O
ING4;B-Gene_o_prodotto_genico
""",""";O
crescere;O
e;O
avere;O
vascolare;B-Struttura_multi-tessuto
volume;O
frazioni;O
di;O
controllo;O
tumori;B-Cancro
.;O
;
Noi;O
mostrare;O
Quello;O
ING4;B-Gene_o_prodotto_genico
fisicamente;O
interagisce;O
P65;B-Gene_o_prodotto_genico
(;O
Rela;B-Gene_o_prodotto_genico
);O
subunità;O
di;O
nucleare;O
fattore;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
""",""";O
e;O
Quello;O
ING4;B-Gene_o_prodotto_genico
Regola;O
cervello;B-Cancro
tumore;I-Cancro
angiogenesi;O
attraverso;O
trascrizionale;O
repressione;O
di;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
-;O
reattivo;O
geni;O
.;O
;
Queste;O
risultati;O
indicare;O
Quello;O
ING4;B-Gene_o_prodotto_genico
ha;O
un;O
importante;O
ruolo;O
in;O
cervello;B-Cancro
tumore;I-Cancro
patogenesi;O
.;O
;
TGFBETA1;B-Gene_o_prodotto_genico
""",""";O
Indietro;O
a;O
il;O
futuro;O
:;O
rivisitante;O
suo;O
ruolo;O
come;O
un;O
trasformazione;O
crescita;O
fattore;O
.;O
;
TGFBETA1;B-Gene_o_prodotto_genico
era;O
inizialmente;O
identificato;O
in;O
cultura;O
media;O
trasformato;B-Cellula
cellule;I-Cellula
come;O
parte;O
di;O
un;O
fattore;O
Quello;O
Potevo;O
produrre;O
un;O
trasformato;O
fenotipo;O
in;O
un;O
cellula;I-Cellula
linea;O
.;O
;
Successivamente;O
questo;O
attività;O
era;O
separato;O
in;O
Tgfbeta;B-Gene_o_prodotto_genico
e;O
TGFALPHA;B-Gene_o_prodotto_genico
un;O
EGF;B-Gene_o_prodotto_genico
recettore;O
ligando;O
.;O
;
il;O
scoperta;O
Quello;O
TGFBETA1;B-Gene_o_prodotto_genico
era;O
un;O
potente;O
crescita;O
inibitore;O
di;O
epiteliale;B-Cellula
cellule;I-Cellula
""",""";O
e;O
il;O
identificazione;O
di;O
inattivazione;O
mutazioni;O
entro;O
il;O
TGFBETA1;B-Gene_o_prodotto_genico
segnalazione;O
sentiero;O
in;O
Canceri;B-Cancro
esso;O
divennero;O
chiaro;O
Quello;O
TGFBETA1;B-Gene_o_prodotto_genico
segnalazione;O
è;O
un;O
tumore;B-Cancro
soppressore;O
sentiero;O
per;O
presto;O
fasi;O
di;O
cancro;B-Cancro
.;O
;
però;O
molti;O
umano;B-Organismo
carcinomi;B-Cancro
overexpress;O
TGFBETA1;B-Gene_o_prodotto_genico
e;O
questo;O
è;O
associato;O
povero;O
paziente;B-Organismo
prognosi;O
e;O
frequenza;O
di;O
metastasi;O
.;O
;
Simile;O
risultati;O
avere;O
stato;O
ottenuto;O
tumore;B-Cellula
cellula;I-Cellula
Linee;I-Cellula
e;O
sperimentale;O
animale;O
Modelli;O
.;O
;
così;O
palcoscenico;O
specifica;O
dualità;O
di;O
funzione;O
è;O
il;O
emergente;O
paradigma;O
per;O
il;O
ruolo;O
di;O
TGFBETA1;B-Gene_o_prodotto_genico
in;O
cancro;B-Cancro
.;O
;
Questo;O
recensione;O
volere;O
Su;O
il;O
prova;O
per;O
TGFBETA1;B-Gene_o_prodotto_genico
come;O
un;O
tumore;B-Cancro
Promozione;O
e;O
metastasi;O
fattore;O
e;O
esaminare;O
il;O
biologico;O
e;O
molecolare;O
base;O
per;O
queste;O
Effetti;O
.;O
;
Esso;O
è;O
proposto;O
Quello;O
il;O
interruttore;O
tumore;B-Cancro
soppressore;O
a;O
oncogene;O
riflette;O
genetico;O
o;O
epigenetico;O
alterazioni;O
in;O
segnalazione;O
percorsi;O
in;O
tumore;B-Cellula
cellule;I-Cellula
Quello;O
alter;O
il;O
il;O
TGFBETA1;B-Gene_o_prodotto_genico
sentiero;O
.;O
;
Ruolo;O
di;O
trombina;B-Gene_o_prodotto_genico
in;O
angiogenesi;O
e;O
tumore;B-Cancro
progressione;O
.;O
;
Clinico;O
""",""";O
laboratorio;O
""",""";O
istopatologico;O
""",""";O
e;O
farmacologico;O
prova;O
sostegno;O
il;O
nozione;O
Quello;O
il;O
coagulazione;O
sistema;O
""",""";O
quale;O
è;O
attivato;O
in;O
cancro;B-Cancro
pazienti;B-Organismo
""",""";O
gioca;O
un;O
importante;O
ruolo;O
in;O
tumore;B-Cancro
biologia;O
.;O
;
laboratorio;O
ha;O
fornito;O
prova;O
Quello;O
trombina;B-Gene_o_prodotto_genico
Attiva;O
angiogenesi;O
""",""";O
un;O
processi;O
quale;O
è;O
essenziale;O
in;O
tumore;B-Cancro
crescita;O
e;O
metastasi;O
.;O
;
Questo;O
evento;O
è;O
indipendente;O
di;O
fibrina;B-Gene_o_prodotto_genico
formazione;O
.;O
;
In;O
il;O
cellulare;B-Cellula
livello;O
molti;O
Azioni;O
di;O
trombina;B-Gene_o_prodotto_genico
Potere;O
contribuire;O
a;O
Attivazione;O
di;O
angiogenesi;O
:;O
(;O
1;O
);O
.;O
;
Trombina;B-Gene_o_prodotto_genico
diminuisce;O
il;O
capacità;O
di;O
endoteliale;B-Cellula
cellule;I-Cellula
a;O
allegare;O
a;O
seminterrato;B-Componente_cellulare
membrana;I-Componente_cellulare
proteine;O
.;O
;
(;O
2;O
);O
.;O
;
Trombina;B-Gene_o_prodotto_genico
notevolmente;O
potenziamenti;O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
-;O
(;O
VEGF;B-Gene_o_prodotto_genico
-;O
);O
indotto;O
endoteliale;B-Cellula
cellula;I-Cellula
proliferazione;O
.;O
;
Questo;O
potenziamento;O
è;O
accompagnato;O
di;O
su;O
-;O
regolamento;O
di;O
il;O
espressione;O
di;O
VEGF;B-Gene_o_prodotto_genico
recettori;O
(;O
chinasi;B-Gene_o_prodotto_genico
inserire;I-Gene_o_prodotto_genico
dominio;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
contenente;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
[;O
Kdr;B-Gene_o_prodotto_genico
];O
e;O
FMS;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Come;I-Gene_o_prodotto_genico
tirosina;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
[;O
Flt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
];O
);O
.;O
;
(;O
3;O
);O
.;O
;
Trombina;B-Gene_o_prodotto_genico
aumenti;O
il;O
mRNA;O
e;O
proteina;O
livelli;O
di;O
alfa;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
V;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
integin;I-Gene_o_prodotto_genico
e;O
servi;O
come;O
un;O
ligando;O
a;O
questo;O
recettore;O
.;O
;
""",""";O
trombina;B-Gene_o_prodotto_genico
aumenti;O
il;O
secrezione;O
di;O
VEGF;B-Gene_o_prodotto_genico
e;O
migliora;O
il;O
espressione;O
e;O
proteina;O
sintesi;O
di;O
matrice;B-Gene_o_prodotto_genico
metalloprotease;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
9;I-Gene_o_prodotto_genico
e;O
alfa;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
V;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
integin;I-Gene_o_prodotto_genico
in;O
umano;B-Organismo
prostata;B-Cellula
cancro;I-Cellula
Pc;I-Cellula
-;I-Cellula
3;I-Cellula
cellule;I-Cellula
.;O
;
Queste;O
risultati;O
Potevo;O
spiegare;O
il;O
angiogenico;O
e;O
tumore;B-Cancro
-;O
Promozione;O
effetto;O
di;O
trombina;B-Gene_o_prodotto_genico
e;O
fornire;O
il;O
base;O
per;O
sviluppo;O
di;O
trombina;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
mimetica;O
o;O
antagonisti;O
per;O
terapeutico;O
applicazione;O
.;O
;
NIH3T3;B-Cellula
transfettante;I-Cellula
contenente;O
umano;B-Organismo
K;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
oncogene;O
Spettacoli;O
migliorato;O
metastatico;O
attività;O
dopo;O
in;O
vivo;O
tumore;B-Cancro
crescita;O
o;O
co;O
-;O
cultura;O
fibroblasti;B-Cellula
.;O
;
UN;O
clone;B-Cellula
di;O
NIH3T3;B-Cellula
trasformatore;I-Cellula
(;O
h;B-Cellula
-;I-Cellula
3;I-Cellula
);O
""",""";O
ottenuto;O
di;O
Trasfetto;O
genomico;O
Dna;B-Componente_cellulare
di;O
un;O
umano;B-Organismo
colon;B-Cellula
carcinoma;I-Cellula
cellula;I-Cellula
linea;I-Cellula
""",""";O
contiene;O
umano;B-Organismo
K;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
oncogene;O
e;O
rese;O
metastatico;O
polmonare;B-Formazione_patologica
noduli;I-Formazione_patologica
dopo;O
endovenoso;B-Entità_anatomica_immateriale
iniezione;O
di;O
il;O
cellule;B-Cellula
in;O
nudo;B-Organismo
.;O
;
Questo;O
metastatico;O
capacità;O
era;O
migliorato;O
notevolmente;O
dopo;O
in;O
vivo;O
tumore;B-Cancro
crescita;O
(;O
sottocutaneo;O
tumore;B-Cancro
formazione;O
in;O
nudo;B-Organismo
);O
accompagnato;O
di;O
mRNA;O
espressione;O
e;O
gene;O
amplificazione;O
di;O
il;O
umano;B-Organismo
-;O
derivato;O
K;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
oncogene;O
""",""";O
mentre;O
esso;O
rifiutato;O
gradualmente;O
come;O
il;O
passaggio;O
numero;O
in;O
vitro;O
""",""";O
corrispondente;O
diminuisce;O
di;O
gene;O
amplificazione;O
e;O
mRNA;O
espressione;O
.;O
;
Sei;O
subcloni;B-Cellula
erano;O
selezionato;O
h;B-Cellula
-;I-Cellula
3;I-Cellula
cellule;I-Cellula
quale;O
aveva;O
stato;O
sottoculto;O
a;O
passaggio;O
22;O
.;O
;
Tutto;O
di;O
il;O
cloni;B-Cellula
in;O
cultura;O
mostrato;O
quasi;O
il;O
stesso;O
basso;O
livello;O
di;O
metastatico;O
capacità;O
e;O
esibito;O
poco;O
K;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
oncogene;O
amplificazione;O
corrispondentemente;O
basso;O
mRNA;O
espressione;O
.;O
;
però;O
""",""";O
dopo;O
essi;O
formato;O
tumori;B-Cancro
in;O
nudo;B-Organismo
""",""";O
ogni;O
clone;B-Cellula
acquisite;O
alto;O
metastatico;O
capacità;O
e;O
il;O
gene;O
amplificazione;O
""",""";O
elevato;O
mRNA;O
espressione;O
.;O
;
Queste;O
sperimentale;O
fatti;O
indicato;O
Quello;O
acquisizione;O
di;O
metastatico;O
capacità;O
accoppiato;O
il;O
funzione;O
di;O
K;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
oncogene;O
era;O
condizionale;O
in;O
natura;O
""",""";O
essendo;O
fortemente;O
ricercato;O
di;O
in;O
vivo;O
tumore;B-Cancro
circostanze;O
.;O
;
Il;O
basso;O
metastatico;O
e;O
G;B-Semplice_chimico
-;I-Semplice_chimico
418;I-Semplice_chimico
-;O
resistente;O
h;B-Cellula
-;I-Cellula
3;I-Cellula
cellule;I-Cellula
erano;O
co;O
-;O
coltivato;O
Balb;B-Cellula
/;I-Cellula
c3t3;I-Cellula
fibroblasti;I-Cellula
per;O
2;O
-;O
4;O
settimane;O
.;O
;
Dopo;O
rimozione;O
di;O
fibroblasti;B-Cellula
di;O
esposizione;O
a;O
G;B-Semplice_chimico
-;I-Semplice_chimico
418;I-Semplice_chimico
""",""";O
il;O
tumore;B-Cellula
cellule;I-Cellula
esibito;O
metastatico;O
capacità;O
e;O
umano;B-Organismo
K;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
oncogene;O
mRNA;O
""",""";O
Suggerendo;O
un;O
intimo;O
interazione;O
tra;O
h;B-Cellula
-;I-Cellula
3;I-Cellula
cellule;I-Cellula
e;O
fibroblasti;B-Cellula
influenzare;O
il;O
funzione;O
di;O
trasfettato;O
umano;B-Organismo
K;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
oncogene;O
.;O
;
Fibroblasti;B-Cellula
di;O
il;O
ospite;O
animale;B-Organismo
può;O
così;O
avere;O
un;O
importante;O
ruolo;O
in;O
generazione;O
migliorato;O
metastatico;O
attività;O
di;O
h;B-Cellula
-;I-Cellula
3;I-Cellula
cellule;I-Cellula
.;O
;
Lactoferrina;B-Gene_o_prodotto_genico
migliora;O
Fas;B-Gene_o_prodotto_genico
espressione;O
e;O
apoptosi;O
in;O
il;O
colon;B-Struttura_multi-tessuto
mucosa;I-Struttura_multi-tessuto
di;O
azoxymetano;B-Semplice_chimico
-;O
trattati;O
ratti;B-Organismo
.;O
;
Bovino;B-Organismo
Lactoferrina;B-Gene_o_prodotto_genico
""",""";O
un;O
multifunzionale;O
glicoproteina;O
""",""";O
ha;O
stato;O
mostrato;O
a;O
fortemente;O
inibire;O
sviluppo;O
di;O
azoxymetano;B-Semplice_chimico
(;O
Aom;B-Semplice_chimico
);O
-;O
indotto;O
ratto;B-Organismo
colon;B-Cancro
tumori;I-Cancro
.;O
;
Poco;O
""",""";O
però;O
""",""";O
è;O
conosciuto;O
di;O
il;O
inibitorio;O
meccanismi;O
.;O
;
Noi;O
avere;O
dimostrato;O
recentemente;O
Quello;O
Lactoferrina;B-Gene_o_prodotto_genico
migliora;O
il;O
espressione;O
di;O
un;O
membro;O
di;O
il;O
tumore;B-Gene_o_prodotto_genico
necrosi;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
famiglia;O
""",""";O
Fas;B-Gene_o_prodotto_genico
""",""";O
in;O
il;O
colon;B-Struttura_multi-tessuto
mucosa;I-Struttura_multi-tessuto
durante;O
entrambi;O
presto;O
e;O
tardi;O
fasi;O
di;O
carcinogenesi;O
.;O
;
così;O
""",""";O
Fas;B-Gene_o_prodotto_genico
Potevo;O
essere;O
coinvolto;O
in;O
bovino;B-Organismo
Lactoferrina;B-Gene_o_prodotto_genico
-;O
mediato;O
inibizione;O
di;O
tumore;B-Cancro
sviluppo;O
.;O
;
Per;O
indagare;O
questo;O
possibilità;O
""",""";O
noi;O
studiato;O
il;O
influenza;O
di;O
bovino;B-Organismo
Lactoferrina;B-Gene_o_prodotto_genico
Su;O
Fas;B-Gene_o_prodotto_genico
-;O
mediato;O
apoptosi;O
considerare;O
a;O
espressione;O
di;O
Fas;B-Gene_o_prodotto_genico
""",""";O
Attivazione;O
di;O
Caspase;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
e;O
Caspase;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
""",""";O
e;O
Dna;B-Componente_cellulare
frammentazione;O
in;O
il;O
colon;B-Struttura_multi-tessuto
mucosa;I-Struttura_multi-tessuto
di;O
Aom;B-Semplice_chimico
-;O
trattati;O
ratti;B-Organismo
.;O
;
Occidentale;O
macchia;O
analisi;O
dimostrato;O
un;O
Igienico;O
2;O
.;O
5;O
-;O
piega;O
aumento;O
in;O
Fas;B-Gene_o_prodotto_genico
proteina;O
espressione;O
""",""";O
come;O
bene;O
come;O
elevazione;O
di;O
il;O
attivo;O
forme;O
di;O
entrambi;O
Caspase;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
e;O
Caspase;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
.;O
;
Immunoistochimico;O
analisi;O
rivelato;O
Fas;B-Gene_o_prodotto_genico
-;O
positivo;O
cellule;O
e;O
apoptotico;B-Cellula
cellule;I-Cellula
preferenzialmente;O
