tokens;ner_tags
e;O
gastrointestinale;B-Suddivisione_organismo
lato;O
Effetti;O
erano;O
raro;O
.;O
;
Tre;O
pazienti;B-Organismo
sviluppato;O
profondo;B-Formazione_patologica
vena;I-Formazione_patologica
tromboso;I-Formazione_patologica
e;O
Due;O
pesantemente;O
pretagliato;O
pazienti;B-Organismo
sviluppato;O
trattamento;O
-;O
imparentato;O
acuto;B-Cancro
mielogeno;I-Cancro
leucemia;I-Cancro
o;O
mielodysplasia;B-Formazione_patologica
dopo;O
3;O
.;O
7;O
e;O
12;O
mesi;O
di;O
terapia;O
.;O
;
Circolante;O
endoteliale;B-Cellula
cellule;I-Cellula
e;O
precursori;O
rifiutato;O
e;O
basso;O
in;O
Risponders;O
""",""";O
invece;O
plasma;B-Sostanza_organismo
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
sede;O
a;O
declino;O
in;O
Risposta;O
pazienti;B-Organismo
ma;O
aumento;O
in;O
non responders;O
.;O
;
Trogolo;O
celecoxib;B-Semplice_chimico
livelli;O
raggiunto;O
mirata;O
antiangiogenico;O
livelli;O
.;O
;
Conclusioni;O
:;O
Basso;O
-;O
dose;O
ciclofosfamide;B-Semplice_chimico
e;O
alto;O
-;O
dose;O
celecoxib;B-Semplice_chimico
è;O
bene;O
tollerato;O
e;O
attivo;O
in;O
pretagliato;O
aggressivo;O
non;B-Cancro
-;I-Cancro
Hodgkin;I-Cancro
""",""I-Cancro";
S;I-Cancro
linfoma;I-Cancro
.;O
;
Chiudere;O
sorveglianza;O
per;O
arterioso;B-Struttura_multi-tessuto
e;O
venoso;B-Struttura_multi-tessuto
trombotico;O
eventi;O
è;O
consigliato;O
.;O
;
Il;O
declino;O
in;O
circolante;O
endoteliale;B-Cellula
cellule;I-Cellula
e;O
precursori;O
suggerisce;O
Quello;O
questo;O
combinazione;O
Maggio;O
essere;O
Lavorando;O
di;O
inibizione;O
angiogenesi;O
ma;O
dovrebbe;O
essere;O
convalidato;O
in;O
un;O
paziente;B-Organismo
campione;O
.;O
;
Photodynamic;O
terapia;O
Verteporfin;B-Semplice_chimico
per;O
Subfoveal;B-Struttura_multi-tessuto
Chooraidal;I-Struttura_multi-tessuto
neovascolarizzazione;O
secondario;O
a;O
patologico;O
miopia;O
:;O
lungo;O
-;O
termine;O
studio;O
.;O
;
SCOPO;O
:;O
Per;O
valutare;O
il;O
sicurezza;O
e;O
efficacia;O
di;O
Photodynamic;O
terapia;O
(;O
Pdt;O
);O
Verteporfin;B-Semplice_chimico
per;O
Subfoveal;B-Struttura_multi-tessuto
Chooraidal;I-Struttura_multi-tessuto
neovascolarizzazione;O
(;O
Cnv;O
);O
secondario;O
a;O
patologico;O
miopia;O
(;O
Pm;O
);O
.;O
;
Metodi;O
:;O
Sessanta;O
-;O
Due;O
pazienti;B-Organismo
(;O
62;O
occhi;B-Organo
);O
Pm;O
Pdt;O
secondo;O
a;O
il;O
di;O
il;O
Verteporfin;B-Semplice_chimico
in;O
Photodynamic;O
Terapia;O
Studio;O
.;O
;
Clinico;O
valutazioni;O
eseguita;O
a;O
Tutti;O
studio;O
visite;O
incluso;O
misurazione;O
di;O
migliore;O
-;O
corretto;O
Snellen;O
visivo;O
acuità;O
""",""";O
fessura;O
-;O
lampada;O
biomicroscopia;O
""",""";O
e;O
Fondus;B-Struttura_multi-tessuto
fluorescein;B-Semplice_chimico
angiografia;O
.;O
;
Pazienti;B-Organismo
erano;O
seguito;O
su;O
a;O
1;O
mese;O
e;O
3;O
mesi;O
dopo;O
trattamento;O
e;O
da allora in poi;O
a;O
3;O
-;O
mese;O
intervalli;O
.;O
;
Risultati;O
:;O
Il;O
finale;O
visivo;O
acuità;O
di;O
il;O
studio;O
pazienti;B-Organismo
""",""";O
dopo;O
un;O
mediano;O
Seguire;O
-;O
su;O
di;O
31;O
mesi;O
""",""";O
migliorato;O
di;O
maggiore;O
di;O
o;O
=;O
1;O
Snellen;O
Linee;O
in;O
8;O
pazienti;B-Organismo
(;O
13;O
%;O
);O
""",""";O
deteriorato;O
in;O
20;O
(;O
32;O
%;O
);O
""",""";O
e;O
stabile;O
in;O
34;O
(;O
55;O
%;O
);O
.;O
;
Il;O
visivo;O
acuità;O
era;O
simile;O
in;O
il;O
Varie;O
studio;O
gruppi;O
.;O
;
Il;O
finale;O
Significare;O
visivo;O
acuità;O
in;O
gruppo;O
UN;O
(;O
55;O
anni;O
di;O
età;O
o;O
minore;O
);O
era;O
20;O
/;O
80;O
e;O
(;O
P;O
=;O
0;O
.;O
6;O
);O
meglio;O
di;O
Quello;O
(;O
20;O
/;O
138;O
);O
in;O
gruppo;O
B;O
(;O
di;O
55;O
anni;O
di;O
età;O
);O
.;O
;
Il;O
Significare;O
finale;O
visivo;O
acuità;O
in;O
occhi;B-Organo
rifrazione;O
errore;O
a;O
(;O
maggiore;O
di;O
-;O
17;O
diotteri;O
);O
era;O
meglio;O
(;O
P;O
=;O
0;O
.;O
14;O
);O
di;O
Quello;O
in;O
occhi;B-Organo
inferiore;O
rifrazione;O
errore;O
(;O
-;O
6;O
a;O
-;O
10;O
diotteri;O
);O
.;O
;
Cnv;O
dimensione;O
fatto;O
non;O
intaccare;O
visivo;O
Risultati;O
.;O
;
CONCLUSIONE;O
:;O
Pdt;O
conserva;O
visione;O
in;O
pazienti;B-Organismo
Cnv;O
associato;O
Pm;O
.;O
;
Minore;O
pazienti;B-Organismo
e;O
occhi;B-Organo
rifrazione;O
errore;O
apparire;O
probabile;O
a;O
beneficio;O
Pdt;O
Verteporfin;B-Semplice_chimico
.;O
;
Carcinogenesi;O
e;O
trascrizionale;O
regolamento;O
attraverso;O
Maf;B-Gene_o_prodotto_genico
riconoscimento;O
elementi;O
.;O
;
Molti;O
Studi;O
Su;O
carcinogenesi;O
portato;O
fuori;O
presto;O
in;O
il;O
Ultimo;O
secolo;O
sono;O
unito;O
Su;O
il;O
consenso;O
Quello;O
cancro;B-Cancro
è;O
un;O
genetico;O
malattia;O
.;O
;
Cancro;B-Cellula
cellule;I-Cellula
tipicamente;O
Schermo;O
gene;O
disfunzione;O
e;O
endogeno;O
o;O
esogeno;O
insulti;O
risultante;O
in;O
gene;O
disfunzione;O
sono;O
spesso;O
cancerogenico;O
.;O
;
Recente;O
progressi;O
in;O
stelo;B-Cellula
cellula;I-Cellula
biologia;O
aggiunto;O
il;O
nuovo;O
concetto;O
Quello;O
cancro;B-Cancro
un;O
separare;O
cancro;B-Cancro
-;O
Iniziazione;O
cellula;B-Cellula
.;O
;
Per;O
comprendere;O
il;O
molecolare;O
base;O
di;O
carcinogenesi;O
il;O
inizio;O
a;O
il;O
completo;O
acquisizione;O
di;O
malignità;O
""",""";O
fattori;O
carcinogenesi;O
erano;O
categorizzato;O
in;O
tre;O
gruppi;O
:;O
quelli;O
guardiatura;O
e;O
stabilizzante;O
genomi;B-Componente_cellulare
""",""";O
quelli;O
regolazione;O
cellula;B-Cellula
proliferazione;O
""",""";O
e;O
quelli;O
Conferring;O
resistenza;O
a;O
Varie;O
micro;O
-;O
ambientale;O
stress;O
.;O
;
Uno;O
esempio;O
di;O
particolare;O
interesse;O
è;O
il;O
KAEP1;B-Gene_o_prodotto_genico
-;O
Nrf2;B-Gene_o_prodotto_genico
sistema;O
da;O
""",""";O
secondo;O
a;O
recente;O
Studi;O
""",""";O
esso;O
ha;O
trasformato;O
fuori;O
a;O
essere;O
ambivalente;O
.;O
;
Nrf2;B-Gene_o_prodotto_genico
eterodimerizza;O
piccolo;O
Maf;B-Gene_o_prodotto_genico
proteina;O
a;O
fortemente;O
attivare;O
trascrizione;O
attraverso;O
il;O
Maf;B-Gene_o_prodotto_genico
riconoscimento;O
elemento;O
(;O
Mare;O
);O
e;O
KAEP1;B-Gene_o_prodotto_genico
è;O
un;O
inibitorio;O
regolatore;O
di;O
Nrf2;B-Gene_o_prodotto_genico
.;O
;
Il;O
geni;O
regolato;O
di;O
Nrf2;B-Gene_o_prodotto_genico
sono;O
molto;O
importante;O
per;O
cellulare;B-Cellula
protezione;O
di;O
il;O
genoma;B-Componente_cellulare
xenobiotico;O
e;O
ossidativo;O
stress;O
e;O
""",""";O
""",""";O
per;O
Prevenire;O
carcinogenesi;O
.;O
;
Questo;O
implica;O
Quello;O
migliorare;O
Nrf2;B-Gene_o_prodotto_genico
attività;O
è;O
un;O
promettente;O
metodo;O
per;O
ostacolare;O
cancro;B-Cancro
.;O
;
Sopra;O
il;O
contrario;O
""",""";O
il;O
costitutivo;O
Attivazione;O
di;O
Nrf2;B-Gene_o_prodotto_genico
dovuto;O
a;O
mutazioni;O
in;O
il;O
KAEP1;B-Gene_o_prodotto_genico
gene;O
è;O
caratteristicamente;O
osservato;O
in;O
polmone;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
""",""";O
Suggerendo;O
Quello;O
indotto;O
espressione;O
di;O
Nrf2;B-Gene_o_prodotto_genico
obbiettivo;O
geni;O
favori;O
il;O
prevalenza;O
di;O
cancro;B-Cellula
cellule;I-Cellula
.;O
;
Angiotensina;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
induce;O
solubile;O
FMS;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Piace;I-Gene_o_prodotto_genico
tirosina;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
pubblicazione;O
attraverso;O
calcineurina;B-Gene_o_prodotto_genico
segnalazione;O
sentiero;O
in;O
gravidanza;O
.;O
;
Materno;O
endoteliale;B-Cellula
disfunzione;O
in;O
preeclampsia;O
è;O
associato;O
solubile;O
FMS;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Come;I-Gene_o_prodotto_genico
tirosina;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
(;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);O
""",""";O
un;O
circolante;O
antagonista;O
di;O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
e;O
placentare;B-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
.;O
;
Angiotensina;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
(;O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
);O
è;O
un;O
potente;O
vasocostrittore;O
Quello;O
aumenti;O
concomitante;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
durante;O
gravidanza;O
.;O
;
Perciò;O
""",""";O
noi;O
ipotizzato;O
Quello;O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
Maggio;O
promuovere;O
il;O
espressione;O
di;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
in;O
gravidanza;O
.;O
;
Qui;O
noi;O
rapporto;O
Quello;O
infusione;O
di;O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
aumenti;O
circolante;O
livelli;O
di;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
in;O
incinta;O
""",""";O
dimostrazione;O
Quello;O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
è;O
un;O
regolatore;O
di;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
secrezione;O
in;O
vivo;O
.;O
;
""",""";O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
stimolato;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
produzione;O
in;O
un;O
dose;O
-;O
e;O
tempo;O
-;O
dipendente;O
maniera;O
umano;B-Organismo
villoso;O
espiata;O
e;O
coltivato;O
trophoblasts;B-Cellula
ma;O
non;O
endoteliale;B-Cellula
cellule;I-Cellula
""",""";O
Suggerendo;O
Quello;O
trophoblasts;B-Cellula
sono;O
il;O
primario;O
fonte;O
di;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
durante;O
gravidanza;O
.;O
;
Come;O
previsto;O
""",""";O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
-;O
indotto;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
secrezione;O
risultato;O
in;O
il;O
inibizione;O
di;O
endoteliale;B-Cellula
cellula;I-Cellula
migrazione;O
e;O
in;O
vitro;O
tubo;B-Tessuto
formazione;O
.;O
;
In;O
vitro;O
e;O
in;O
vivo;O
Studi;O
losartan;B-Semplice_chimico
""",""";O
piccolo;O
interferimento;O
Rna;O
specifica;O
per;O
calcineurina;B-Gene_o_prodotto_genico
e;O
FK506;B-Semplice_chimico
dimostrato;O
Quello;O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
-;O
mediato;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
pubblicazione;O
era;O
attraverso;O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
genere;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
Attivazione;O
e;O
calcineurina;O
segnalazione;O
""",""";O
rispettivamente;O
.;O
;
Queste;O
reperti;O
svelare;O
un;O
Regulatory;O
ruolo;O
per;O
Ang;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
Su;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
espressione;O
in;O
murina;B-Organismo
e;O
umano;B-Organismo
gravidanza;O
e;O
suggerire;O
Quello;O
elevato;O
sflt;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
livelli;O
in;O
preeclampsia;O
Maggio;O
essere;O
causato;O
di;O
un;O
DISREGULAZIONE;O
di;O
il;O
Locale;O
Renin;B-Gene_o_prodotto_genico
/;O
angiotensina;B-Gene_o_prodotto_genico
sistema;O
.;O
;
P21;B-Gene_o_prodotto_genico
ritardi;O
tumore;B-Cancro
insensire;O
di;O
preservazione;O
di;O
cromosomalo;B-Componente_cellulare
stabilità;O
.;O
;
Il;O
P53;B-Gene_o_prodotto_genico
proteina;O
soppressi;O
tumorigenesi;O
di;O
Iniziazione;O
cellulare;B-Cellula
funzioni;O
tale;O
come;O
cellula;B-Cellula
ciclo;O
arresto;O
e;O
apoptosi;O
in;O
risposta;O
a;O
Dna;B-Componente_cellulare
danno;O
.;O
;
UN;O
P53;B-Gene_o_prodotto_genico
mutante;O
""",""";O
P53R172P;B-Gene_o_prodotto_genico
""",""";O
quale;O
è;O
carente;O
per;O
apoptosi;O
ma;O
mantiene;O
un;O
parziale;O
cellula;B-Cellula
ciclo;O
arresto;O
funzione;O
""",""";O
ritardi;O
tumore;B-Cancro
insensire;O
in;O
.;O
;
Notevolmente;O
""",""";O
linfomi;B-Cancro
sorgere;O
in;O
TRP53;B-Gene_o_prodotto_genico
(;O
515C;O
/;O
515C;O
);O
(;O
codifica;O
P53R172P;B-Gene_o_prodotto_genico
);O
conservare;O
stabile;O
genomi;O
.;O
;
Dato;O
il;O
dominante;O
ruolo;O
di;O
P21;B-Gene_o_prodotto_genico
in;O
P53;B-Gene_o_prodotto_genico
cellula;B-Cellula
ciclo;O
controllo;O
""",""";O
noi;O
attraversato;O
TRP53;B-Gene_o_prodotto_genico
(;O
515C;O
/;O
515C;O
);O
su;O
un;O
P21;B-Gene_o_prodotto_genico
-;O
nullo;O
sfondo;O
a;O
determinare;O
se;O
P21;B-Gene_o_prodotto_genico
era;O
necessario;O
per;O
mantenimento;O
cromosomalo;B-Componente_cellulare
stabilità;O
e;O
ritardo;O
tumore;B-Cancro
insensire;O
.;O
;
Perdita;O
di;O
P21;B-Gene_o_prodotto_genico
completamente;O
abolito;O
il;O
cellula;B-Cellula
ciclo;O
arresto;O
funzione;O
di;O
P53R172P;B-Gene_o_prodotto_genico
e;O
accelerato;O
tumore;B-Cancro
insensire;O
in;O
TRP53;B-Gene_o_prodotto_genico
(;O
515C;O
/;O
515C;O
);O
.;O
;
Citogenetico;O
di;O
TRP53;B-Gene_o_prodotto_genico
(;O
515C;O
/;O
515C;O
);O
P21;B-Gene_o_prodotto_genico
(;O
-;O
/;O
-;O
);O
sarcys;B-Cancro
e;O
linfomi;B-Cancro
rivelato;O
aneuploidy;B-Formazione_patologica
e;O
cromosomalo;B-Formazione_patologica
Aberrazioni;I-Formazione_patologica
Quello;O
erano;O
assente;O
in;O
TRP53;B-Gene_o_prodotto_genico
(;O
515C;O
/;O
515C;O
);O
malignità;B-Cancro
.;O
;
così;O
""",""";O
P21;B-Gene_o_prodotto_genico
accoppiato;O
P53;B-Gene_o_prodotto_genico
-;O
dipendente;O
controllo;O
e;O
preservazione;O
di;O
cromosomalo;B-Componente_cellulare
stabilità;O
""",""";O
e;O
collaborato;O
apoptosi;O
in;O
soppressione;O
tumore;B-Cancro
insensire;O
in;O
.;O
;
Meccanismi;O
per;O
il;O
magnololo;B-Semplice_chimico
-;O
indotto;O
cellula;B-Cellula
Morte;O
di;O
Cgth;B-Cellula
W;I-Cellula
-;I-Cellula
2;I-Cellula
tiroide;I-Cellula
carcinoma;I-Cellula
cellule;I-Cellula
.;O
;
Magnololo;B-Semplice_chimico
""",""";O
un;O
sostanza;O
purificato;O
il;O
abbaiare;B-Tessuto
di;O
Magnolia;B-Organismo
ufficiale;I-Organismo
""",""";O
inibisce;O
cellula;B-Cellula
proliferazione;O
e;O
induce;O
apoptosi;O
in;O
un;O
varietà;O
di;O
cancro;B-Cellula
cellule;I-Cellula
.;O
;
Il;O
scopo;O
di;O
questo;O
studio;O
era;O
a;O
studio;O
il;O
Effetti;O
di;O
magnololo;B-Semplice_chimico
Su;O
Cgth;B-Cellula
W;I-Cellula
-;I-Cellula
2;I-Cellula
tiroide;I-Cellula
carcinoma;I-Cellula
cellule;I-Cellula
.;O
;
Dopo;O
24;O
h;O
trattamento;O
80;O
microm;O
magnololo;B-Semplice_chimico
in;O
siero;B-Sostanza_organismo
-;O
contenente;O
medio;O
""",""";O
di;O
50;O
%;O
di;O
il;O
cellule;B-Cellula
esibito;O
apoptotico;O
caratteristiche;O
e;O
20;O
%;O
Necrotic;O
caratteristiche;O
.;O
;
Citocromo;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
macchiatura;O
era;O
diffuso;O
in;O
il;O
citoplasma;B-Sostanza_organismo
di;O
il;O
apoptotico;O
cellule;B-Cellula
""",""";O
ma;O
limitato;O
a;O
il;O
mitocondri;B-Componente_cellulare
in;O
controllo;O
cellule;B-Cellula
.;O
;
Occidentale;O
macchia;O
analisi;O
mostrato;O
un;O
aumento;O
in;O
livelli;O
di;O
attivato;O
Caspases;B-Gene_o_prodotto_genico
(;O
Caspase;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
e;O
-;B-Gene_o_prodotto_genico
7;I-Gene_o_prodotto_genico
);O
e;O
di;O
Cleaved;O
poli;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
ADP;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ribosio;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
polimerasi;I-Gene_o_prodotto_genico
(;O
PARP;B-Gene_o_prodotto_genico
);O
di;O
magnololo;B-Semplice_chimico
.;O
;
Concomitante;O
""",""";O
immunostanato;O
per;O
apoptosi;B-Gene_o_prodotto_genico
Induttore;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;O
AIF;B-Gene_o_prodotto_genico
);O
mostrato;O
un;O
tempo;O
-;O
dipendente;O
traslocazione;O
il;O
mitocondri;B-Componente_cellulare
a;O
il;O
nucleo;B-Componente_cellulare
.;O
;
Inibizione;O
di;O
o;O
PARP;B-Gene_o_prodotto_genico
o;O
Caspase;B-Gene_o_prodotto_genico
attività;O
bloccato;O
magnololo;B-Semplice_chimico
-;O
indotto;O
apoptosi;O
""",""";O
supporto;O
il;O
coinvolgimento;O
di;O
il;O
Caspases;B-Gene_o_prodotto_genico
e;O
PARP;B-Gene_o_prodotto_genico
.;O
;
In;O
aggiunta;O
""",""";O
magnololo;B-Semplice_chimico
attivato;O
fosfatasi;B-Gene_o_prodotto_genico
e;I-Gene_o_prodotto_genico
Tensin;I-Gene_o_prodotto_genico
omologo;I-Gene_o_prodotto_genico
cancellato;I-Gene_o_prodotto_genico
Su;I-Gene_o_prodotto_genico
cromosoma;I-Gene_o_prodotto_genico
10;I-Gene_o_prodotto_genico
(;O
Pten;B-Gene_o_prodotto_genico
);O
e;O
inattivato;O
Akt;B-Gene_o_prodotto_genico
di;O
decrescente;O
livelli;O
di;O
fosforilato;O
Pten;B-Gene_o_prodotto_genico
e;O
fosforilato;O
Akt;B-Gene_o_prodotto_genico
.;O
;
Queste;O
dati;O
suggerire;O
Quello;O
magnololo;B-Semplice_chimico
promosso;O
apoptosi;O
probabilmente;O
di;O
alleviare;O
il;O
inibitorio;O
effetto;O
di;O
Akt;B-Gene_o_prodotto_genico
Su;O
Caspase;B-Gene_o_prodotto_genico
9;I-Gene_o_prodotto_genico
.;O
;
""",""";O
inibizione;O
di;O
PARP;B-Gene_o_prodotto_genico
attività;O
""",""";O
ma;O
non;O
di;O
Caspase;B-Gene_o_prodotto_genico
attività;O
""",""";O
completamente;O
prevenuto;O
magnololo;B-Semplice_chimico
-;O
indotto;O
necrosi;O
""",""";O
Suggerendo;O
il;O
nozione;O
Quello;O
esso;O
potrebbe;O
essere;O
causato;O
di;O
esaurimento;O
di;O
intracellulare;B-Entità_anatomica_immateriale
ATP;B-Semplice_chimico
livelli;O
dovuto;O
a;O
PARP;B-Gene_o_prodotto_genico
Attivazione;O
.;O
;
Queste;O
risultati;O
mostrare;O
Quello;O
magnololo;B-Semplice_chimico
Iniziates;O
apoptosi;O
attraverso;O
il;O
citocromo;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
C;I-Gene_o_prodotto_genico
/;O
Caspase;B-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
/;O
PARP;B-Gene_o_prodotto_genico
/;O
AIF;B-Gene_o_prodotto_genico
e;O
Pten;B-Gene_o_prodotto_genico
/;O
Akt;B-Gene_o_prodotto_genico
/;O
Caspase;B-Gene_o_prodotto_genico
9;I-Gene_o_prodotto_genico
/;O
PARP;B-Gene_o_prodotto_genico
percorsi;O
e;O
necrosi;O
attraverso;O
PARP;B-Gene_o_prodotto_genico
Attivazione;O
.;O
;
Adattivo;O
paesaggi;O
e;O
emergente;O
fenotipi;O
:;O
perché;O
fare;O
Canceri;B-Cancro
avere;O
alto;O
glicolisi;O
?;O
;
Indagarsi;O
il;O
cause;O
di;O
aerobico;O
glicolisi;O
in;O
tumori;B-Cancro
(;O
Warburg;O
Effetto;O
);O
ha;O
andato;O
in;O
e;O
fuori;O
di;O
moda;O
molti;O
volte;O
da;O
esso;O
era;O
primo;O
descritto;O
quasi;O
un;O
secolo;O
fa;O
.;O
;
Il;O
campo;O
è;O
attualmente;O
in;O
Ascendenza;O
dovuto;O
a;O
Due;O
fattori;O
.;O
;
Terminato;O
un;O
milione;O
-;O
Studi;O
avere;O
inequivocabilmente;O
identificato;O
glucosio;B-Semplice_chimico
uptake;O
come;O
un;O
marchio;O
di;O
metastatico;B-Cancro
cancro;I-Cancro
in;O
umani;B-Organismo
.;O
;
Queste;O
osservazioni;O
""",""";O
combinato;O
nuovo;O
molecolare;O
intuizioni;O
Hif;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1Alpha;I-Gene_o_prodotto_genico
e;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
""",""";O
avere;O
riaccendito;O
un;O
interesse;O
in;O
questo;O
importante;O
fenotipo;O
.;O
;
UN;O
preponderanza;O
di;O
opera;O
ha;O
stato;O
focalizzata;O
Su;O
il;O
molecolare;O
meccanismi;O
sottostante;O
questo;O
effetto;O
""",""";O
il;O
aspettativa;O
Quello;O
un;O
meccanicistico;O
comprensione;O
Maggio;O
guida;O
a;O
romanzo;O
terapeutico;O
approcci;O
.;O
;
Là;O
è;O
anche;O
un;O
implicito;O
assunzione;O
Quello;O
un;O
meccanicistico;O
comprensione;O
""",""";O
benché;O
fondamentalmente;O
riduzionista;O
""",""";O
volere;O
guida;O
a;O
un;O
profondo;O
teleologico;O
comprensione;O
di;O
il;O
bisogno;O
per;O
alterato;O
metabolismo;O
in;O
invasivo;O
Canceri;B-Cancro
.;O
;
In;O
questo;O
comunicazione;O
""",""";O
noi;O
descrivere;O
un;O
alternativa;O
approccio;O
Quello;O
inizia;O
teologia;O
";";O
io;O
.;O
E;O
.;O
adattivo;O
paesaggi;O
e;O
selezione;O
pressioni;O
Quello;O
promuovere;O
emergenza;O
di;O
aerobico;O
glicolisi;O
durante;O
il;O
somatico;O
Evoluzione;O
di;O
invasivo;O
cancro;B-Cancro
.;O
;
Matematico;O
Modelli;O
e;O
empirico;O
osservazioni;O
